,movieId,title,userId,rating
14441123,4221,Necessary Roughness (1991),94362,2.0
13326718,3527,Predator (1987),127158,5.0
12934208,3298,Boiler Room (2000),110583,4.0
7708676,1387,Jaws (1975),98145,4.0
4787383,802,Phenomenon (1996),10434,3.0
19950553,108932,The Lego Movie (2014),52075,4.5
1267542,173,Judge Dredd (1995),109156,3.0
19820084,95558,Beasts of the Southern Wild (2012),134029,5.0
16633002,6776,Lagaan: Once Upon a Time in India (2001),85792,5.0
17801434,30707,Million Dollar Baby (2004),123935,4.0
2321068,344,Ace Ventura: Pet Detective (1994),2136,3.5
13315872,3527,Predator (1987),22934,4.0
14139999,4002,"Planes, Trains & Automobiles (1987)",67722,3.0
18850526,55768,Bee Movie (2007),131894,5.0
18787484,54775,War (2007),73361,2.5
19769975,91542,Sherlock Holmes: A Game of Shadows (2011),101140,4.0
5414680,1021,Angels in the Outfield (1994),90242,3.5
8602608,1693,Amistad (1997),137686,4.0
10765083,2450,Howard the Duck (1986),18384,1.0
11226345,2640,Superman (1978),102373,4.0
17652516,25793,Vampyr (1932),64667,3.5
18568173,49530,Blood Diamond (2006),8101,4.5
13221559,3481,High Fidelity (2000),4131,3.0
8774925,1748,Dark City (1998),115919,3.0
14279553,4033,Thirteen Days (2000),82627,4.5
8158287,1573,Face/Off (1997),115789,2.5
6519994,1215,Army of Darkness (1993),43209,2.5
8992798,1909,"X-Files: Fight the Future, The (1998)",32729,4.5
19184435,64701,I've Loved You So Long (Il y a longtemps que je t'aime) (2008),56879,5.0
15818077,5528,One Hour Photo (2002),97012,3.0
8455799,1653,Gattaca (1997),20907,3.0
10421387,2353,Enemy of the State (1998),41972,3.0
16967025,7158,House of Sand and Fog (2003),86066,4.0
12696247,3175,Galaxy Quest (1999),10560,1.0
13226277,3481,High Fidelity (2000),45039,4.0
14592507,4306,Shrek (2001),81876,4.0
7035022,1266,Unforgiven (1992),33338,3.5
18015898,34048,War of the Worlds (2005),69868,3.5
9374563,2002,Lethal Weapon 3 (1992),55653,4.0
12345901,3020,Falling Down (1993),91120,3.5
15766283,5475,Z (1969),20262,5.0
16847078,7040,To Live and Die in L.A. (1985),136860,4.5
11638033,2762,"Sixth Sense, The (1999)",1538,4.0
2967595,435,Coneheads (1993),70942,4.0
4409140,707,Mulholland Falls (1996),61062,3.0
12923319,3285,"Beach, The (2000)",52987,3.5
1644393,252,I.Q. (1994),109291,3.5
8628209,1704,Good Will Hunting (1997),64816,4.0
7548941,1365,Ridicule (1996),57867,3.0
8345175,1617,L.A. Confidential (1997),81666,5.0
238232,17,Sense and Sensibility (1995),117966,3.0
4825239,829,Joe's Apartment (1996),83959,1.0
2249102,333,Tommy Boy (1995),28162,3.0
4064204,593,"Silence of the Lambs, The (1991)",113008,1.0
13928175,3910,Dancer in the Dark (2000),19724,4.0
1361215,196,Species (1995),56177,5.0
17199952,7762,"Tinker, Tailor, Soldier, Spy (1979)",107909,4.5
3298648,491,"Man Without a Face, The (1993)",65051,3.0
1378226,198,Strange Days (1995),133625,3.5
10418441,2353,Enemy of the State (1998),13453,4.0
6938171,1258,"Shining, The (1980)",112379,5.0
1224706,168,First Knight (1995),75148,3.0
1276622,175,Kids (1995),108890,3.0
16523653,6565,Seabiscuit (2003),85405,3.0
3684301,551,"Nightmare Before Christmas, The (1993)",63047,5.0
18014779,34048,War of the Worlds (2005),45919,0.5
1561047,233,Exotica (1994),57289,4.0
9227283,1962,Driving Miss Daisy (1989),40316,4.0
19697336,87869,Horrible Bosses (2011),100953,3.5
1115840,158,Casper (1995),117370,3.0
15649419,5380,"Importance of Being Earnest, The (2002)",9544,3.0
9790292,2108,L.A. Story (1991),63244,3.0
3029460,446,Farewell My Concubine (Ba wang bie ji) (1993),52066,3.0
13084422,3409,Final Destination (2000),94820,1.0
7456564,1343,Cape Fear (1991),64070,3.0
12873121,3263,White Men Can't Jump (1992),1003,3.5
7431594,1333,"Birds, The (1963)",129629,4.0
15153228,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),28112,5.0
14196098,4016,"Emperor's New Groove, The (2000)",57349,3.0
7011713,1265,Groundhog Day (1993),52063,3.0
6051430,1179,"Grifters, The (1990)",104192,4.0
17513842,8866,Wimbledon (2004),20132,3.5
13343373,3535,American Psycho (2000),126883,2.0
18307744,44665,Lucky Number Slevin (2006),67664,4.5
9919307,2141,"American Tail, An (1986)",101274,3.5
6861621,1249,"Femme Nikita, La (Nikita) (1990)",105092,4.0
5647384,1077,Sleeper (1973),128271,3.0
1260612,173,Judge Dredd (1995),45643,3.0
3763415,585,"Brady Bunch Movie, The (1995)",39786,3.0
13391633,3563,"Crow: Salvation, The (2000)",1587,3.0
10168121,2273,Rush Hour (1998),71196,3.0
15696877,5420,Windtalkers (2002),120853,2.5
8342521,1617,L.A. Confidential (1997),68063,5.0
3069038,455,Free Willy (1993),31680,3.0
16737173,6893,"Italian Job, The (1969)",61806,4.5
9176653,1957,Chariots of Fire (1981),5810,3.0
826203,105,"Bridges of Madison County, The (1995)",93558,4.0
17380617,8604,Taxi (1998),108355,4.0
6482081,1213,Goodfellas (1990),122354,4.0
8334116,1617,L.A. Confidential (1997),24636,5.0
17428331,8644,"I, Robot (2004)",51161,4.5
6536031,1218,"Killer, The (Die xue shuang xiong) (1989)",47875,4.5
3275753,485,Last Action Hero (1993),12490,3.0
4574269,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),3766,5.0
10028473,2176,Rope (1948),98107,3.0
2736926,377,Speed (1994),82297,3.0
18249033,43396,"World's Fastest Indian, The (2005)",108715,3.5
15530321,5265,Death to Smoochy (2002),108248,3.0
3813725,587,Ghost (1990),71175,3.0
14669821,4351,Point Break (1991),47600,4.0
3454070,520,Robin Hood: Men in Tights (1993),10762,2.5
2306262,340,"War, The (1994)",27278,3.0
11640941,2762,"Sixth Sense, The (1999)",11651,4.5
11910207,2861,For Love of the Game (1999),85794,3.0
19159266,63853,Australia (2008),72133,3.0
11869288,2858,American Beauty (1999),28778,4.5
19794530,93740,Salmon Fishing in the Yemen (2011),63046,3.5
4336378,653,Dragonheart (1996),50488,3.0
1678558,256,Junior (1994),38492,3.0
19482083,76210,Defendor (2009),60135,2.5
269070,20,Money Train (1995),55214,3.0
7125832,1273,Down by Law (1986),135866,4.0
15896375,5668,White Oleander (2002),34313,4.0
3058615,454,"Firm, The (1993)",92488,3.0
16806483,6979,WarGames (1983),127793,4.0
11447905,2706,American Pie (1999),117876,2.0
17629137,8981,Closer (2004),47986,3.0
7198700,1283,High Noon (1952),28586,3.0
18870996,56003,Southland Tales (2006),74142,3.5
8814736,1779,Sphere (1998),89168,2.0
14804567,4499,Dirty Rotten Scoundrels (1988),97671,3.0
1147294,161,Crimson Tide (1995),70930,4.0
14670304,4351,Point Break (1991),64232,3.5
10569643,2395,Rushmore (1998),68132,5.0
17057682,7360,Dawn of the Dead (2004),22122,4.0
7538786,1358,Sling Blade (1996),109925,5.0
4653981,780,Independence Day (a.k.a. ID4) (1996),25593,2.0
10733529,2428,"Faculty, The (1998)",70340,1.5
17036938,7320,Dirty Dancing: Havana Nights (2004),48498,5.0
1324089,186,Nine Months (1995),34148,4.0
12211082,2985,RoboCop (1987),15772,3.0
3568579,535,Short Cuts (1993),119118,4.0
8762118,1747,Wag the Dog (1997),100480,4.0
11343663,2688,"General's Daughter, The (1999)",16251,2.0
10195051,2288,"Thing, The (1982)",37622,5.0
18952014,58105,"Spiderwick Chronicles, The (2008)",94619,3.5
4845670,832,Ransom (1996),124695,5.0
4676604,780,Independence Day (a.k.a. ID4) (1996),92472,3.0
2256967,333,Tommy Boy (1995),126568,3.0
8255249,1593,Picture Perfect (1997),74188,4.0
2963055,435,Coneheads (1993),25920,1.0
18609060,50872,Ratatouille (2007),115481,4.5
18589603,50162,Arthur and the Invisibles (2007),23755,4.5
6629993,1223,"Grand Day Out with Wallace and Gromit, A (1989)",59010,5.0
8339557,1617,L.A. Confidential (1997),52874,5.0
1740793,260,Star Wars: Episode IV - A New Hope (1977),121123,3.5
11558934,2723,Mystery Men (1999),50586,3.5
15902539,5669,Bowling for Columbine (2002),60267,3.5
9372873,2002,Lethal Weapon 3 (1992),28647,3.5
17319793,8371,"Chronicles of Riddick, The (2004)",89703,3.5
4433671,714,Dead Man (1995),16023,5.0
16870514,7090,Hero (Ying xiong) (2002),9579,3.0
19185185,64716,Seven Pounds (2008),54910,4.0
8475413,1660,Eve's Bayou (1997),52845,5.0
4709184,784,"Cable Guy, The (1996)",16785,3.5
11806512,2807,Universal Soldier: The Return (1999),48346,3.0
9648245,2067,Doctor Zhivago (1965),80459,4.0
19312212,69458,Tyson (2008),36668,5.0
9882320,2133,Adventures in Babysitting (1987),79426,3.0
7567110,1370,Die Hard 2 (1990),59631,3.0
15023668,4809,Silkwood (1983),103203,3.0
7080014,1270,Back to the Future (1985),50297,4.0
3623663,541,Blade Runner (1982),51126,3.5
2114881,317,"Santa Clause, The (1994)",16383,3.5
8761237,1747,Wag the Dog (1997),89640,3.0
6564062,1220,"Blues Brothers, The (1980)",45166,3.0
2488134,356,Forrest Gump (1994),63360,5.0
10038079,2186,Strangers on a Train (1951),8249,5.0
18723304,53574,"TV Set, The (2006)",36561,2.5
12622289,3147,"Green Mile, The (1999)",66780,2.5
6003622,1148,Wallace & Gromit: The Wrong Trousers (1993),80975,5.0
6720817,1234,"Sting, The (1973)",58417,4.0
2839451,410,Addams Family Values (1993),45199,3.0
19145746,63082,Slumdog Millionaire (2008),79138,5.0
2165018,318,"Shawshank Redemption, The (1994)",78371,4.0
15150101,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3579,3.5
3968443,592,Batman (1989),5699,3.0
19846344,97752,Cloud Atlas (2012),18706,2.0
19742992,90405,In Time (2011),6723,5.0
189621,12,Dracula: Dead and Loving It (1995),23082,3.0
17694439,26555,Spies Like Us (1985),90208,5.0
5626349,1073,Willy Wonka & the Chocolate Factory (1971),70245,4.0
16876081,7090,Hero (Ying xiong) (2002),114817,4.0
1189773,165,Die Hard: With a Vengeance (1995),25043,3.0
14646598,4329,Rio Bravo (1959),104345,3.5
15626312,5377,About a Boy (2002),52171,4.0
4716072,784,"Cable Guy, The (1996)",83079,1.0
17167537,7502,Band of Brothers (2001),68544,4.0
18583211,49957,"History Boys, The (2006)",20903,3.0
9402737,2005,"Goonies, The (1985)",94516,5.0
16069913,5952,"Lord of the Rings: The Two Towers, The (2002)",52263,3.5
6675245,1228,Raging Bull (1980),128928,4.0
18489394,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",132495,4.0
8075338,1541,Addicted to Love (1997),67697,4.0
13623817,3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),46086,4.5
10072128,2197,Firelight (1997),55999,3.0
18707145,53127,Bug (2007),115265,3.0
8961850,1888,Hope Floats (1998),37999,1.0
10226577,2291,Edward Scissorhands (1990),107000,3.0
11099315,2581,Never Been Kissed (1999),129457,3.0
9739715,2092,"Return of Jafar, The (1994)",96225,3.0
18149623,39292,"Good Night, and Good Luck. (2005)",37464,4.5
18416972,46970,Talladega Nights: The Ballad of Ricky Bobby (2006),114198,3.0
19491758,77414,"Last Song, The (2010)",127390,5.0
5826554,1097,E.T. the Extra-Terrestrial (1982),44527,4.0
14562138,4292,Norma Rae (1979),86456,4.5
15614821,5349,Spider-Man (2002),131630,3.5
18176338,40629,Pride & Prejudice (2005),112174,4.0
3148477,467,Live Nude Girls (1995),71479,5.0
18826298,55276,Michael Clayton (2007),75525,5.0
6611521,1222,Full Metal Jacket (1987),42248,4.0
18469063,48319,Flyboys (2006),73026,3.0
3073063,455,Free Willy (1993),98017,2.0
641430,57,Home for the Holidays (1995),20344,1.0
10525382,2383,Police Academy 6: City Under Siege (1989),101165,0.5
9853988,2123,All Dogs Go to Heaven (1989),71498,2.0
17299669,8366,Saved! (2004),61,4.0
13339038,3535,American Psycho (2000),56628,2.5
48400,1,Toy Story (1995),134806,3.5
11971421,2893,Plunkett & MaCleane (1999),52075,3.5
5048579,908,North by Northwest (1959),73974,4.0
2955486,434,Cliffhanger (1993),109994,5.0
2608687,365,Little Buddha (1993),4539,3.0
10272918,2302,My Cousin Vinny (1992),134163,2.5
4095142,595,Beauty and the Beast (1991),5888,4.0
1601009,237,Forget Paris (1995),128555,2.0
4054944,593,"Silence of the Lambs, The (1991)",92861,4.0
17311574,8368,Harry Potter and the Prisoner of Azkaban (2004),99140,4.5
7692034,1385,Under Siege (1992),118178,4.0
8618530,1704,Good Will Hunting (1997),17527,4.0
10919233,2524,"Towering Inferno, The (1974)",84699,4.0
14564319,4296,Love Story (1970),110200,4.0
19491007,77330,Red Riding: 1980 (2009),76941,3.5
16117301,5971,My Neighbor Totoro (Tonari no Totoro) (1988),112059,5.0
8994979,1909,"X-Files: Fight the Future, The (1998)",58277,2.5
151083,10,GoldenEye (1995),43847,3.0
16012057,5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),33246,4.0
11191356,2628,Star Wars: Episode I - The Phantom Menace (1999),52928,3.5
8096066,1552,Con Air (1997),4314,4.0
2399366,349,Clear and Present Danger (1994),92424,3.0
17006744,7254,The Butterfly Effect (2004),103323,4.0
10312917,2321,Pleasantville (1998),102159,4.0
5759472,1090,Platoon (1986),44912,4.0
17493101,8807,Harold and Kumar Go to White Castle (2004),131057,4.0
12918020,3275,"Boondock Saints, The (2000)",103333,4.5
15606639,5349,Spider-Man (2002),83380,4.0
822118,105,"Bridges of Madison County, The (1995)",34756,2.0
5749396,1089,Reservoir Dogs (1992),113906,4.0
4109869,595,Beauty and the Beast (1991),64597,1.0
11011264,2567,EDtv (1999),42077,3.0
18458624,47999,Jesus Camp (2006),110359,5.0
11680190,2763,"Thomas Crown Affair, The (1999)",41941,2.0
18657457,52241,"Lookout, The (2007)",88956,3.0
19761785,91500,"Hunger Games, The (2012)",106624,4.0
228563,17,Sense and Sensibility (1995),53084,3.0
7969321,1485,Liar Liar (1997),138353,2.0
321354,25,Leaving Las Vegas (1995),23058,4.0
2210702,327,Tank Girl (1995),74707,3.0
19198058,64997,War of the Worlds (2005),44122,2.5
5297390,953,It's a Wonderful Life (1946),84715,5.0
3751534,569,Little Big League (1994),60087,4.0
3958308,590,Dances with Wolves (1990),112943,3.0
9313183,1993,Child's Play 3 (1991),130019,3.0
10220614,2291,Edward Scissorhands (1990),68278,3.0
14472146,4226,Memento (2000),94651,5.0
3695370,551,"Nightmare Before Christmas, The (1993)",137822,4.0
6996084,1263,"Deer Hunter, The (1978)",128010,4.0
1982396,296,Pulp Fiction (1994),88622,4.0
12659986,3159,Fantasia 2000 (1999),103181,4.0
19960289,110102,Captain America: The Winter Soldier (2014),97653,3.0
2461372,356,Forrest Gump (1994),7237,4.0
9373818,2002,Lethal Weapon 3 (1992),44035,4.0
17755996,27751,'Salem's Lot (2004),4944,3.0
16866565,7080,42nd Street (1933),95301,3.0
14314561,4052,Antitrust (2001),101127,2.0
10281917,2311,2010: The Year We Make Contact (1984),127640,4.0
461174,36,Dead Man Walking (1995),108210,5.0
14466196,4226,Memento (2000),67493,4.0
7931780,1475,Kama Sutra: A Tale of Love (1996),32209,5.0
14352854,4090,"Brave Little Toaster, The (1987)",59714,2.5
9415995,2006,"Mask of Zorro, The (1998)",106022,3.5
5659344,1079,"Fish Called Wanda, A (1988)",55945,4.0
18869954,55995,Beowulf (2007),115921,2.5
5945343,1130,"Howling, The (1980)",22189,3.0
19908926,103772,"Wolverine, The (2013)",112864,3.5
19467916,74795,Green Zone (2010),62430,3.5
70923,2,Jumanji (1995),131821,3.0
4656599,780,Independence Day (a.k.a. ID4) (1996),33209,3.0
14287972,4034,Traffic (2000),59503,4.5
18809419,55154,Brooklyn Rules (2007),11719,3.0
6243571,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),111019,3.5
4402428,698,Delta of Venus (1995),29426,2.0
7825309,1408,"Last of the Mohicans, The (1992)",4843,4.5
14125552,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",123304,3.5
11755727,2796,Funny Farm (1988),47904,3.0
758284,92,Mary Reilly (1996),103604,2.0
11963583,2890,Three Kings (1999),67495,3.5
5776076,1092,Basic Instinct (1992),9521,2.5
13720025,3754,"Adventures of Rocky and Bullwinkle, The (2000)",116498,2.0
7208752,1285,Heathers (1989),7459,4.0
8545912,1680,Sliding Doors (1998),123466,3.0
5143386,919,"Wizard of Oz, The (1939)",42890,5.0
7003889,1265,Groundhog Day (1993),18390,4.5
2527701,357,Four Weddings and a Funeral (1994),17770,4.0
6247129,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),122047,5.0
12732915,3185,Snow Falling on Cedars (1999),14210,3.0
10080507,2208,"Lady Vanishes, The (1938)",71121,4.5
7906160,1459,Absolute Power (1997),42497,3.5
10565674,2395,Rushmore (1998),27778,4.0
8969722,1892,"Perfect Murder, A (1998)",131757,3.0
9356450,2000,Lethal Weapon (1987),126820,4.0
10001136,2167,Blade (1998),131052,2.0
11064148,2571,"Matrix, The (1999)",129160,3.5
2097657,316,Stargate (1994),71981,2.0
2577049,364,"Lion King, The (1994)",26238,3.5
17415432,8638,Before Sunset (2004),97198,4.5
18064618,34583,Prime Cut (1972),3625,3.5
15283808,4980,Bill & Ted's Bogus Journey (1991),110848,1.0
4678802,780,Independence Day (a.k.a. ID4) (1996),98742,4.0
3165543,471,"Hudsucker Proxy, The (1994)",92893,5.0
164748,10,GoldenEye (1995),109216,3.0
5415335,1021,Angels in the Outfield (1994),115689,3.0
19744704,90439,Margin Call (2011),34882,5.0
11119498,2599,Election (1999),55162,3.5
553463,47,Seven (a.k.a. Se7en) (1995),87855,3.0
15229969,4970,"Blue Angel, The (Blaue Engel, Der) (1930)",125872,5.0
14519444,4246,Bridget Jones's Diary (2001),128665,4.5
4805494,805,"Time to Kill, A (1996)",43451,3.0
11784906,2803,"Pelican Brief, The (1993)",81593,3.0
11260577,2657,"Rocky Horror Picture Show, The (1975)",53391,4.5
12757457,3203,Dead Calm (1989),56167,3.5
17174235,7569,You Only Live Twice (1967),92485,3.5
15207810,4963,Ocean's Eleven (2001),36892,4.5
5187044,923,Citizen Kane (1941),31838,5.0
12558152,3108,"Fisher King, The (1991)",53218,1.0
2420301,350,"Client, The (1994)",95654,4.0
13114036,3423,School Daze (1988),23509,5.0
19742477,90376,We Need to Talk About Kevin (2011),87381,4.5
4013693,593,"Silence of the Lambs, The (1991)",2516,5.0
5365018,1003,Extreme Measures (1996),17556,2.0
6878665,1251,8 1/2 (8½) (1963),101854,5.0
5564110,1049,"Ghost and the Darkness, The (1996)",10882,3.0
3561521,534,Shadowlands (1993),74586,3.5
10649015,2407,Cocoon (1985),66047,4.0
18301892,44555,"Lives of Others, The (Das leben der Anderen) (2006)",94445,5.0
3277293,485,Last Action Hero (1993),28314,1.0
4370450,671,Mystery Science Theater 3000: The Movie (1996),58664,3.0
19996384,119141,The Interview (2014),107684,1.0
9410587,2006,"Mask of Zorro, The (1998)",49098,3.5
2321883,344,Ace Ventura: Pet Detective (1994),4807,2.0
17622836,8972,National Treasure (2004),125456,3.0
4704365,783,"Hunchback of Notre Dame, The (1996)",97504,4.0
1409193,208,Waterworld (1995),32557,0.5
9791063,2108,L.A. Story (1991),78055,3.0
5195954,923,Citizen Kane (1941),101072,2.5
7567623,1370,Die Hard 2 (1990),64261,4.0
1238560,170,Hackers (1995),86719,3.0
15950698,5782,"Professional, The (Le professionnel) (1981)",26954,4.0
17854380,31410,"Downfall (Untergang, Der) (2004)",62117,4.0
13767278,3793,X-Men (2000),14771,3.5
17078884,7361,Eternal Sunshine of the Spotless Mind (2004),109270,5.0
5328468,969,"African Queen, The (1951)",13593,3.0
5492916,1035,"Sound of Music, The (1965)",65681,5.0
19547317,79293,Salt (2010),26613,4.5
8988615,1907,Mulan (1998),114183,3.5
8419516,1641,"Full Monty, The (1997)",83303,3.0
9768587,2100,Splash (1984),106068,3.5
16905456,7143,"Last Samurai, The (2003)",87196,4.0
9705712,2082,"Mighty Ducks, The (1992)",37120,3.0
10914364,2519,House on Haunted Hill (1959),16544,2.0
6908902,1256,Duck Soup (1933),16978,3.0
12976986,3334,Key Largo (1948),92621,4.0
18340729,45447,"Da Vinci Code, The (2006)",79028,4.0
6627679,1223,"Grand Day Out with Wallace and Gromit, A (1989)",16938,4.0
12490756,3087,Scrooged (1988),42248,3.0
9807633,2112,Grand Canyon (1991),94379,4.5
11920237,2868,Fright Night Part II (1988),33857,1.0
7062137,1269,Arsenic and Old Lace (1944),84919,5.0
7131713,1274,Akira (1988),97700,5.0
7970272,1487,Selena (1997),73611,3.0
10681870,2414,Young Sherlock Holmes (1985),105713,4.0
9658006,2072,"'burbs, The (1989)",55410,4.0
15781163,5483,"Kid Stays in the Picture, The (2002)",122939,4.0
10918031,2523,Rollercoaster (1977),106737,2.0
8240437,1589,Cop Land (1997),120999,4.0
10402314,2345,Desert Bloom (1986),75448,2.5
3200400,477,What's Love Got to Do with It? (1993),29353,1.0
17730332,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),135435,4.0
6050996,1179,"Grifters, The (1990)",94813,5.0
19106007,61257,I.O.U.S.A. (a.k.a. IOUSA) (2008),54703,4.0
13604502,3703,"Road Warrior, The (Mad Max 2) (1981)",2517,3.0
13191565,3471,Close Encounters of the Third Kind (1977),1198,5.0
15798363,5502,Signs (2002),136359,3.0
3147617,466,Hot Shots! Part Deux (1993),133864,4.0
6702852,1233,"Boot, Das (Boat, The) (1981)",20533,4.0
3791606,586,Home Alone (1990),103954,4.0
697554,69,Friday (1995),42047,5.0
441461,34,Babe (1995),130318,3.0
3135738,466,Hot Shots! Part Deux (1993),12070,2.0
11283741,2670,Run Silent Run Deep (1958),86336,4.0
8248009,1591,Spawn (1997),5929,2.5
13288541,3510,Frequency (2000),63626,4.0
19918841,104879,Prisoners (2013),79447,3.5
16711156,6874,Kill Bill: Vol. 1 (2003),64863,5.0
12523864,3101,Fatal Attraction (1987),3995,3.0
3028232,446,Farewell My Concubine (Ba wang bie ji) (1993),5714,4.0
3778988,586,Home Alone (1990),41950,4.0
18341556,45447,"Da Vinci Code, The (2006)",101904,1.5
17170006,7521,Mercy (2000),40483,1.5
11687479,2763,"Thomas Crown Affair, The (1999)",126588,3.0
8999819,1909,"X-Files: Fight the Future, The (1998)",116957,2.5
17237551,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",16551,5.0
7414727,1325,Amityville: A New Generation (1993),67303,0.5
19733177,89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",78564,4.5
2812913,382,Wolf (1994),82134,3.0
14702165,4369,"Fast and the Furious, The (2001)",98014,3.5
14679301,4361,Tootsie (1982),25129,5.0
4962156,885,Bogus (1996),24592,4.0
17860730,31437,Nobody Knows (Dare mo shiranai) (2004),23130,4.0
10895581,2502,Office Space (1999),137118,3.5
1734213,260,Star Wars: Episode IV - A New Hope (1977),104189,4.0
3369382,500,Mrs. Doubtfire (1993),131704,3.0
8246365,1590,Event Horizon (1997),108442,4.5
6423635,1210,Star Wars: Episode VI - Return of the Jedi (1983),64893,2.5
14322663,4062,Mystic Pizza (1988),45008,3.5
8715511,1729,Jackie Brown (1997),33294,3.5
13006635,3361,Bull Durham (1988),34179,4.0
13774277,3793,X-Men (2000),51074,5.0
13442629,3593,Battlefield Earth (2000),112148,1.0
17589397,8961,"Incredibles, The (2004)",29051,4.5
17877494,31696,Constantine (2005),85249,2.0
12218680,2985,RoboCop (1987),89965,3.5
3914619,589,Terminator 2: Judgment Day (1991),118208,5.0
3250277,480,Jurassic Park (1993),103808,5.0
12899042,3271,Of Mice and Men (1992),24796,4.5
18833145,55290,Gone Baby Gone (2007),58850,3.5
11878876,2858,American Beauty (1999),58598,4.0
16038123,5903,Equilibrium (2002),119048,2.5
359200,31,Dangerous Minds (1995),36748,3.0
19471797,75805,"Bounty Hunter, The (2010)",42414,4.5
14347662,4085,Beverly Hills Cop (1984),104428,4.0
4495373,733,"Rock, The (1996)",110793,4.0
14924957,4679,Uncle Buck (1989),72158,3.0
12815813,3253,Wayne's World (1992),4374,5.0
5484278,1033,"Fox and the Hound, The (1981)",121064,2.5
7056884,1268,Pump Up the Volume (1990),94087,3.5
3518382,527,Schindler's List (1993),107151,1.0
923374,112,Rumble in the Bronx (Hont faan kui) (1995),106476,3.0
391746,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),79253,4.0
13445640,3598,Hamlet (2000),23312,5.0
655015,58,"Postman, The (Postino, Il) (1994)",138361,4.5
509826,44,Mortal Kombat (1995),86403,2.0
19644251,84772,Paul (2011),13955,3.0
17840489,30846,"Assassination of Richard Nixon, The (2004)",103137,2.0
2543438,357,Four Weddings and a Funeral (1994),96608,4.5
6642062,1225,Amadeus (1984),19621,4.0
17997076,33794,Batman Begins (2005),80092,3.5
4132858,596,Pinocchio (1940),44503,4.0
15299865,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",34381,5.0
9712679,2084,Newsies (1992),32636,5.0
6824251,1246,Dead Poets Society (1989),80180,4.0
18986753,58559,"Dark Knight, The (2008)",136485,4.5
13809496,3809,What About Bob? (1991),126013,0.5
19367915,71282,"Food, Inc. (2008)",57526,4.0
16733371,6889,Brother Bear (2003),14045,3.0
381919,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),48734,5.0
1540113,231,Dumb & Dumber (Dumb and Dumber) (1994),80829,3.5
16342881,6365,"Matrix Reloaded, The (2003)",5580,4.0
12058114,2922,Hang 'Em High (1968),101895,4.0
9967006,2160,Rosemary's Baby (1968),10126,4.0
7531726,1358,Sling Blade (1996),37025,4.0
13986278,3949,Requiem for a Dream (2000),16796,4.5
9264442,1968,"Breakfast Club, The (1985)",69141,4.0
18045411,34338,"Aristocrats, The (2005)",52877,3.0
16764559,6942,Love Actually (2003),58170,4.0
18409161,46723,Babel (2006),129448,3.5
6714519,1234,"Sting, The (1973)",425,4.5
18236686,42418,"New World, The (2005)",130544,4.5
16706939,6874,Kill Bill: Vol. 1 (2003),38159,3.5
990515,145,Bad Boys (1995),68194,4.0
8737853,1732,"Big Lebowski, The (1998)",74051,5.0
13234509,3481,High Fidelity (2000),117279,4.0
1679657,256,Junior (1994),53338,3.0
9333560,1997,"Exorcist, The (1973)",90669,3.5
15470655,5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),110557,4.0
3896556,589,Terminator 2: Judgment Day (1991),70378,4.0
9610009,2054,"Honey, I Shrunk the Kids (1989)",84609,1.0
2347519,344,Ace Ventura: Pet Detective (1994),98097,2.0
5421811,1022,Cinderella (1950),91310,5.0
17356439,8528,Dodgeball: A True Underdog Story (2004),58501,3.5
4310117,648,Mission: Impossible (1996),65860,3.0
17564108,8949,Sideways (2004),54703,5.0
12325700,3006,"Insider, The (1999)",124406,3.0
8587952,1690,Alien: Resurrection (1997),13577,4.0
3188387,474,In the Line of Fire (1993),125930,2.0
15950620,5782,"Professional, The (Le professionnel) (1981)",24769,1.0
3641250,541,Blade Runner (1982),130901,4.0
8252206,1591,Spawn (1997),116526,3.0
9227129,1962,Driving Miss Daisy (1989),37925,3.0
13357782,3546,What Ever Happened to Baby Jane? (1962),30344,4.0
1965743,296,Pulp Fiction (1994),54558,5.0
17068755,7361,Eternal Sunshine of the Spotless Mind (2004),46436,3.0
7503780,1356,Star Trek: First Contact (1996),21427,4.0
19997116,120466,Chappie (2015),94687,1.0
18755601,54259,Stardust (2007),101975,4.5
10806414,2469,Peggy Sue Got Married (1986),53265,4.0
15685678,5418,"Bourne Identity, The (2002)",85419,5.0
